Change,Edition,Before reference,Before text,After reference,After text,Reason,Source
replacement,Ang Dating Biblia (1905),Psalms 37:4,Magpakaligaya ka naman sa Panginoon; at bibigyan ka niya ng nasa ng iyong puso.,Psalms 37:23,Ang lakad ng tao ay itinatag ng Panginoon; at siya'y nasasayahan sa kaniyang lakad.,Remove a duplicate of the existing Psalm 37:4 card; the replacement expresses God's guidance.,https://api.getbible.net/v2/tagalog.json
source-correction,Lutherbibel (1912),Psalms 4:7,"Du erfreuest mein Herz, ob jene gleich viel Wein und Korn haben.",Psalms 4:8,"Du erfreuest mein Herz, ob jene gleich viel Wein und Korn haben.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalms 4:7,"Plusieurs disent: Qui nous fera voir le bonheur? Fais lever sur nous la lumière de ta face, ô Éternel!",Psalms 4:8,Tu mets dans mon cœur plus de joie qu’ils n’en ont Quand abondent leur froment et leur moût.,"Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Lutherbibel (1912),Psalms 40:8,"Deinen Willen, mein Gott, tue ich gern, und dein Gesetz habe ich in meinem Herzen.",Psalms 40:9,"Deinen Willen, mein Gott, tue ich gern, und dein Gesetz habe ich in meinem Herzen.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalms 40:8,"Alors je dis: Voici, je viens Avec le rouleau du livre écrit pour moi.",Psalms 40:9,"Je veux faire ta volonté, mon Dieu! Et ta loi est au fond de mon cœur.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Reina-Valera (1909),Psalms 10:14,"Tú lo tienes visto: porque tú miras el trabajo, y la vejación, para vengar le por tu mano: á ti se acoge el pobre, tú eres el amparo del huérfano.",Psalms 10:14,"Tú lo tienes visto: porque tú miras el trabajo, y la vejación, para vengarle por tu mano: á ti se acoge el pobre, tú eres el amparo del huérfano.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/spaRV1909_usfx.zip
source-correction,King James Version (KJV),Psalms 109:21,"But do thou for me, O GOD the Lord, for thy name's sake: because thy mercy is good, deliver thou me.",Psalms 109:21,"But do thou for me, O GOD the Lord, for thy name’s sake: because thy mercy is good, deliver thou me.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,Berean Standard Bible (BSB),2 Corinthians 8:7,"But just as you excel in everything—in faith, in speech, in knowledge, in complete earnestness, and in the love we inspired in you —see that you also excel in this grace of giving.",2 Corinthians 9:8,"And God is able to make all grace abound to you, so that in all things, at all times, having all that you need, you will abound in every good work.",Replace a lengthy list with a complete assurance of God's grace for good works.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),2 Corinthians 8:7,"And that as you are full of every good thing, of faith, of the word, of knowledge, of a ready mind, and of love to us, so you may be full of this grace in the same way.",2 Corinthians 9:8,"And God is able to give you all grace in full measure; so that ever having enough of all things, you may be full of every good work:",Replace a lengthy list with a complete assurance of God's grace for good works.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),2 Corinthians 8:7,"Therefore, as ye abound in every thing, in faith, and utterance, and knowledge, and in all diligence, and in your love to us, see that ye abound in this grace also.",2 Corinthians 9:8,"And God is able to make all grace abound toward you; that ye, always having all sufficiency in all things, may abound to every good work:",Replace a lengthy list with a complete assurance of God's grace for good works.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),2 Corinthians 8:7,"But as you abound in everything—in faith, utterance, knowledge, all earnestness, and in your love to us—see that you also abound in this grace.",2 Corinthians 9:8,"And God is able to make all grace abound to you, that you, always having all sufficiency in everything, may abound to every good work.",Replace a lengthy list with a complete assurance of God's grace for good works.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),2 Corinthians 8:7,"Aber gleichwie ihr in allen Stücken reich seid, im Glauben und im Wort und in der Erkenntnis und in allerlei Fleiß und in eurer Liebe zu uns, also schaffet, daß ihr auch in dieser Wohltat reich seid.",2 Corinthians 9:8,"Gott aber kann machen, daß allerlei Gnade unter euch reichlich sei, daß ihr in allen Dingen volle Genüge habt und reich seid zu allerlei guten Werken;",Replace a lengthy list with a complete assurance of God's grace for good works.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),2 Corinthians 8:7,"De même que vous excellez en toutes choses, en foi, en parole, en connaissance, en zèle à tous égards, et dans votre amour pour nous, faites en sorte d’exceller aussi dans cette œuvre de bienfaisance.",2 Corinthians 9:8,"Et Dieu peut vous combler de toutes sortes de grâces, afin que, possédant toujours en toutes choses de quoi satisfaire à tous vos besoins, vous ayez encore en abondance pour toute bonne œuvre,",Replace a lengthy list with a complete assurance of God's grace for good works.,https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),2 Corinthians 8:7,"Ma siccome voi abbondate in ogni cosa, in fede, in parola, in conoscenza, in ogni zelo e nell’amore che avete per noi, vedete d’abbondare anche in quest’opera di carità.",2 Corinthians 9:8,"E Dio è potente da far abbondare su di voi ogni grazia, affinché, avendo sempre in ogni cosa tutto quel che vi è necessario, abbondiate in ogni opera buona;",Replace a lengthy list with a complete assurance of God's grace for good works.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),2 Corinthians 8:7,"Por tanto, como en todo abundáis, en fe, y en palabra, y en ciencia, y en toda solicitud, y en vuestro amor para con nosotros, que también abundéis en esta gracia.",2 Corinthians 9:8,"Y poderoso es Dios para hacer que abunde en vosotros toda gracia; á fin de que, teniendo siempre en todas las cosas todo lo que basta, abundéis para toda buena obra:",Replace a lengthy list with a complete assurance of God's grace for good works.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),2 Corinthians 8:7,"എന്നാൽ വിശ്വാസം, വചനം, പരിജ്ഞാനം, പൂൎണ്ണജാഗ്രത, ഞങ്ങളോടുള്ള സ്നേഹം ഇങ്ങനെ എല്ലാറ്റിലും നിങ്ങൾ മുന്തിയിരിക്കുന്നതുപോലെ ഈ ധൎമ്മകാൎയ്യത്തിലും മുന്തിവരുവിൻ.",2 Corinthians 9:8,നിങ്ങൾ സകലത്തിലും എപ്പോഴും പൂൎണ്ണതൃപ്തിയുള്ളവരായി സകല സൽപ്രവൃത്തിയിലും പെരുകി വരുമാറു നിങ്ങളിൽ സകലകൃപയും പെരുക്കുവാൻ ദൈവം ശക്തൻ ആകുന്നു.,Replace a lengthy list with a complete assurance of God's grace for good works.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),2 Corinthians 8:7,"Datapuwa't yamang kayo'y nagsisisagana sa lahat ng mga bagay, sa pananampalataya, at pananalita, at kaalaman, at sa buong kasipagan, at sa inyong pagibig sa amin ay magsisagana naman kayo sa biyayang ito.",2 Corinthians 9:8,"At maaaring gawin ng Dios na ang lahat ng biyaya ay magsisagana sa inyo; upang kayo, na mayroong laging buong kaya sa lahat ay magsipanagana sa bawa't mabuting gawa:",Replace a lengthy list with a complete assurance of God's grace for good works.,https://api.getbible.net/v2/tagalog.json
replacement,Berean Standard Bible (BSB),Psalms 110:2,The LORD extends Your mighty scepter from Zion: “Rule in the midst of Your enemies.”,Psalms 145:14,The LORD upholds all who fall and lifts up all who are bowed down.,The original commands rule among enemies; this full verse expresses care for those who fall or are bowed down.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),Psalms 110:2,The Lord will send out the rod of your strength from Zion; be king over your haters.,Psalms 145:14,"The Lord is the support of all who are crushed, and the lifter up of all who are bent down.",The original commands rule among enemies; this full verse expresses care for those who fall or are bowed down.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),Psalms 110:2,The LORD shall send the rod of thy strength out of Zion: rule thou in the midst of thine enemies.,Psalms 145:14,"The LORD upholdeth all that fall, and raiseth up all those that be bowed down.",The original commands rule among enemies; this full verse expresses care for those who fall or are bowed down.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),Psalms 110:2,The LORD will send out the rod of your strength out of Zion. Rule among your enemies.,Psalms 145:14,"The LORD upholds all who fall, and raises up all those who are bowed down.",The original commands rule among enemies; this full verse expresses care for those who fall or are bowed down.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),Psalms 110:2,Der HERR wird das Zepter deines Reiches senden aus Zion: “Herrsche unter deinen Feinden!”,Psalms 145:14,"Der HERR erhält alle, die da fallen, und richtet auf alle, die niedergeschlagen sind.",The original commands rule among enemies; this full verse expresses care for those who fall or are bowed down.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),Psalms 110:2,L’Éternel étendra de Sion le sceptre de ta puissance: Domine au milieu de tes ennemis!,Psalms 145:14,"L’Éternel soutient tous ceux qui tombent, Et il redresse tous ceux qui sont courbés.",The original commands rule among enemies; this full verse expresses care for those who fall or are bowed down.,https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),Psalms 110:2,L’Eterno estenderà da Sion lo scettro della sua potenza: Signoreggia in mezzo ai tuoi nemici!,Psalms 145:14,L’Eterno sostiene tutti quelli che cadono e rialza tutti quelli che son depressi.,The original commands rule among enemies; this full verse expresses care for those who fall or are bowed down.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),Psalms 110:2,La vara de tu fortaleza enviará Jehová desde Sión: domina en medio de tus enemigos.,Psalms 145:14,"Sostiene Jehová á todos los que caen, y levanta á todos los oprimidos.",The original commands rule among enemies; this full verse expresses care for those who fall or are bowed down.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),Psalms 110:2,നിന്റെ ബലമുള്ള ചെങ്കോൽ യഹോവ സീയോനിൽനിന്നു നീട്ടും; നീ നിന്റെ ശത്രുക്കളുടെ മദ്ധ്യേ വാഴുക.,Psalms 145:14,വീഴുന്നവരെ ഒക്കെയും യഹോവ താങ്ങുന്നു; കുനിഞ്ഞിരിക്കുന്നവരെ ഒക്കെയും അവൻ നിവിൎത്തുന്നു.,The original commands rule among enemies; this full verse expresses care for those who fall or are bowed down.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),Psalms 110:2,Pararatingin ng Panginoon ang setro ng iyong kalakasan mula sa Sion: magpuno ka sa gitna ng iyong mga kaaway.,Psalms 145:14,"Inaalalayan ng Panginoon ang lahat na nangabubuwal, at itinatayo yaong nangasusubasob.",The original commands rule among enemies; this full verse expresses care for those who fall or are bowed down.,https://api.getbible.net/v2/tagalog.json
replacement,Berean Standard Bible (BSB),Psalms 115:10,"O house of Aaron, trust in the LORD! He is their help and shield.",Psalms 112:4,"Light dawns in the darkness for the upright— for the gracious, compassionate, and righteous.","Replace a narrowly addressed, repeated call to trust with a complete image of light in darkness.",https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),Psalms 115:10,"O house of Aaron, have faith in the Lord: he is their help and their breastplate.",Psalms 112:4,For the upright there is a light shining in the dark; he is full of grace and pity.,"Replace a narrowly addressed, repeated call to trust with a complete image of light in darkness.",https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),Psalms 115:10,"O house of Aaron, trust in the LORD: he is their help and their shield.",Psalms 112:4,"Unto the upright there ariseth light in the darkness: he is gracious, and full of compassion, and righteous.","Replace a narrowly addressed, repeated call to trust with a complete image of light in darkness.",https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),Psalms 115:10,"House of Aaron, trust in the LORD! He is their help and their shield.",Psalms 112:4,"Light dawns in the darkness for the upright, gracious, merciful, and righteous.","Replace a narrowly addressed, repeated call to trust with a complete image of light in darkness.",https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),Psalms 115:10,Das Haus Aaron hoffe auf den HERRN! Der ist ihre Hilfe und Schild.,Psalms 112:4,"Den Frommen geht das Licht auf in der Finsternis von dem Gnädigen, Barmherzigen und Gerechten.","Replace a narrowly addressed, repeated call to trust with a complete image of light in darkness.",https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),Psalms 115:10,"Maison d’Aaron, confie-toi en l’Éternel! Il est leur secours et leur bouclier.",Psalms 112:4,"La lumière se lève dans les ténèbres pour les hommes droits, Pour celui qui est miséricordieux, compatissant et juste.","Replace a narrowly addressed, repeated call to trust with a complete image of light in darkness.",https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),Psalms 115:10,"O casa d’Aaronne, confida nell’Eterno! Egli è il loro aiuto e il loro scudo.",Psalms 112:4,"La luce si leva nelle tenebre per quelli che son retti, per chi è misericordioso, pietoso e giusto.","Replace a narrowly addressed, repeated call to trust with a complete image of light in darkness.",https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),Psalms 115:10,"Casa de Aarón, confiad en Jehová: él es su ayuda y su escudo.",Psalms 112:4,"Resplandeció en las tinieblas luz á los rectos: es clemente, y misericordioso, y justo.","Replace a narrowly addressed, repeated call to trust with a complete image of light in darkness.",https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),Psalms 115:10,"അഹരോൻഗൃഹമേ, യഹോവയിൽ ആശ്രയിക്ക; അവൻ അവരുടെ സഹായവും പരിചയും ആകുന്നു.",Psalms 112:4,നേരുള്ളവൎക്കു ഇരുട്ടിൽ വെളിച്ചം ഉദിക്കുന്നു; അവൻ കൃപയും കരുണയും നീതിയും ഉള്ളവനാകുന്നു.,"Replace a narrowly addressed, repeated call to trust with a complete image of light in darkness.",https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),Psalms 115:10,"Oh sangbahayan ni Aaron, magsitiwala kayo sa Panginoon: siya'y kanilang saklolo at kanilang kalasag.",Psalms 112:4,"Sa matuwid ay bumabangon ang liwanag sa kadiliman: siya'y mapagbiyaya at puspos ng kahabagan, at matuwid.","Replace a narrowly addressed, repeated call to trust with a complete image of light in darkness.",https://api.getbible.net/v2/tagalog.json
replacement,Berean Standard Bible (BSB),Psalms 143:7,"Answer me quickly, O LORD; my spirit fails. Do not hide Your face from me, or I will be like those who descend to the Pit.",Psalms 42:8,"The LORD decrees His loving devotion by day, and at night His song is with me as a prayer to the God of my life.",The original ends with descent to the pit; this full verse expresses God's love by day and sustaining song and prayer by night.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),Psalms 143:7,"Be quick in answering me, O Lord, for the strength of my spirit is gone: let me see your face, so that I may not be like those who go down into the underworld.",Psalms 42:8,"But the Lord will send his mercy in the daytime, and in the night his song will be with me, a prayer to the God of my life.",The original ends with descent to the pit; this full verse expresses God's love by day and sustaining song and prayer by night.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),Psalms 143:7,"Hear me speedily, O LORD: my spirit faileth: hide not thy face from me, lest I be like unto them that go down into the pit.",Psalms 42:8,"Yet the LORD will command his lovingkindness in the daytime, and in the night his song shall be with me, and my prayer unto the God of my life.",The original ends with descent to the pit; this full verse expresses God's love by day and sustaining song and prayer by night.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),Psalms 143:7,"Hurry to answer me, LORD. My spirit fails. Don’t hide your face from me, so that I don’t become like those who go down into the pit.",Psalms 42:8,The LORD will command his loving kindness in the daytime. In the night his song shall be with me: a prayer to the God of my life.,The original ends with descent to the pit; this full verse expresses God's love by day and sustaining song and prayer by night.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),Psalms 143:7,"HERR, erhöre mich bald, mein Geist vergeht; verbirg dein Antlitz nicht von mir, daß ich nicht gleich werde denen, die in die Grube fahren.",Psalms 42:9,"Der HERR hat des Tages verheißen seine Güte, und des Nachts singe ich ihm und bete zu dem Gott meines Lebens.",The original ends with descent to the pit; this full verse expresses God's love by day and sustaining song and prayer by night.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),Psalms 143:7,"Hâte-toi de m’exaucer, ô Éternel! Mon esprit se consume. Ne me cache pas ta face! Je serais semblable à ceux qui descendent dans la fosse.",Psalms 42:9,"Le jour, l’Éternel m’accordait sa grâce; La nuit, je chantais ses louanges, J’adressais une prière au Dieu de ma vie.",The original ends with descent to the pit; this full verse expresses God's love by day and sustaining song and prayer by night.,https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),Psalms 143:7,"Affrettati a rispondermi, o Eterno; lo spirito mio vien meno; non nascondere da me la tua faccia, che talora io non diventi simile a quelli che scendono nella fossa.",Psalms 42:8,"L’Eterno, di giorno, mandava la sua benignità, e la notte eran meco i suoi cantici, la preghiera all’Iddio della mia vita.",The original ends with descent to the pit; this full verse expresses God's love by day and sustaining song and prayer by night.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),Psalms 143:7,"Respóndeme presto, oh Jehová que desmaya mi espíritu: no escondas de mí tu rostro, y venga yo á ser semejante á los que descienden á la sepultura.",Psalms 42:8,"De día mandará Jehová su misericordia, y de noche su canción será conmigo, y oración al Dios de mi vida.",The original ends with descent to the pit; this full verse expresses God's love by day and sustaining song and prayer by night.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),Psalms 143:7,"യഹോവേ, വേഗം എനിക്കു ഉത്തരമരുളേണമേ; എന്റെ ആത്മാവു കാംക്ഷിക്കുന്നു. ഞാൻ കുഴിയിൽ ഇറങ്ങുന്നവരെപ്പോലെ ആകാതിരിപ്പാൻ നിന്റെ മുഖത്തെ എനിക്കു മറെക്കരുതേ.",Psalms 42:8,യഹോവ പകൽനേരത്തു തന്റെ ദയ കല്പിക്കും; രാത്രിസമയത്തു ഞാൻ അവന്നു പാട്ടു പാടിക്കൊണ്ടിരിക്കും; എന്റെ ജീവന്റെ ദൈവത്തോടുള്ള പ്രാൎത്ഥന തന്നേ.,The original ends with descent to the pit; this full verse expresses God's love by day and sustaining song and prayer by night.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),Psalms 143:7,"Magmadali kang sagutin mo ako, Oh Panginoon; ang diwa ko'y nanglulupaypay: huwag mong ikubli ang iyong mukha sa akin; baka ako'y maging gaya nila na nagsibaba sa hukay.",Psalms 42:8,"Gayon ma'y uutusan ng Panginoon ang kaniyang kagandahang-loob sa araw, at sa gabi ay sasa akin ang awit sa kaniya, sa makatuwid baga'y isang dalangin sa Dios ng aking buhay.",The original ends with descent to the pit; this full verse expresses God's love by day and sustaining song and prayer by night.,https://api.getbible.net/v2/tagalog.json
source-correction,Lutherbibel (1912),Psalms 21:13,"HERR, erhebe dich in deiner Kraft, so wollen wir singen und loben deine Macht.",Psalms 21:14,"HERR, erhebe dich in deiner Kraft, so wollen wir singen und loben deine Macht.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalms 21:13,"Car tu leur feras tourner le dos, Et avec ton arc tu tireras sur eux.",Psalms 21:14,"Lève-toi, Éternel, avec ta force! Nous voulons chanter, célébrer ta puissance.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Lutherbibel (1912),Psalms 22:19,"Aber du, HERR, sei nicht ferne; meine Stärke, eile, mir zu helfen!",Psalms 22:20,"Aber du, HERR, sei nicht ferne; meine Stärke, eile, mir zu helfen!","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalms 22:19,"Ils se partagent mes vêtements, Ils tirent au sort ma tunique.",Psalms 22:20,"Et toi, Éternel, ne t’éloigne pas! Toi qui es ma force, viens en hâte à mon secours!","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Lutherbibel (1912),Psalms 30:10,"HERR, höre und sei mir gnädig! HERR, sei mein Helfer!",Psalms 30:11,"HERR, höre und sei mir gnädig! HERR, sei mein Helfer!","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalms 30:10,"Que gagnes-tu à verser mon sang, A me faire descendre dans la fosse? La poussière a-t-elle pour toi des louanges? Raconte-t-elle ta fidélité?",Psalms 30:11,"Écoute, Éternel, aie pitié de moi! Éternel, secours-moi!","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Lutherbibel (1912),Psalms 31:21,"Gelobt sei der HERR, daß er hat eine wunderbare Güte mir bewiesen in einer festen Stadt.",Psalms 31:22,"Gelobt sei der HERR, daß er hat eine wunderbare Güte mir bewiesen in einer festen Stadt.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalms 31:21,"Tu les protèges sous l’abri de ta face contre ceux qui les persécutent, Tu les protèges dans ta tente contre les langues qui les attaquent.",Psalms 31:22,"Béni soit l’Éternel! Car il a signalé sa grâce envers moi, Comme si j’avais été dans une ville forte.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Lutherbibel (1912),Psalms 36:5,"HERR, deine Güte reicht, soweit der Himmel ist, und deine Wahrheit, soweit die Wolken gehen.",Psalms 36:6,"HERR, deine Güte reicht, soweit der Himmel ist, und deine Wahrheit, soweit die Wolken gehen.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalms 36:5,"Il médite l’injustice sur sa couche, Il se tient sur une voie qui n’est pas bonne, Il ne repousse pas le mal.",Psalms 36:6,"Éternel! Ta bonté atteint jusqu’aux cieux, Ta fidélité jusqu’aux nues.","Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
source-correction,Lutherbibel (1912),Psalms 41:3,Der HERR wird ihn erquicken auf seinem Siechbette; du hilfst ihm von aller Krankheit.,Psalms 41:4,Der HERR wird ihn erquicken auf seinem Siechbette; du hilfst ihm von aller Krankheit.,"Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/deu1912_usfx.zip
source-correction,Louis Segond (1910),Psalms 41:3,"L’Éternel le garde et lui conserve la vie. Il est heureux sur la terre, Et tu ne le livres pas au bon plaisir de ses ennemis.",Psalms 41:4,L’Éternel le soutient sur son lit de douleur; Tu le soulages dans toutes ses maladies.,"Match the named edition source exactly, including its verse numbering, wording, capitalization and punctuation; normalize layout whitespace only.",https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Berean Standard Bible (BSB),Luke 2:52,"And Jesus grew in wisdom and stature, and in favor with God and man.",Luke 11:9,"So I tell you: Ask, and it will be given to you; seek, and you will find; knock, and the door will be opened to you.",The original narrates Jesus' childhood; this complete teaching offers a clear invitation to prayer.,https://ebible.org/Scriptures/engbsb_usfx.zip
replacement,Bible in Basic English (BBE),Luke 2:52,"And Jesus was increasing in wisdom and in years, and in grace before God and men.",Luke 11:9,"And I say to you, Make requests, and they will be answered; what you are searching for, you will get; when you give the sign, the door will be open to you.",The original narrates Jesus' childhood; this complete teaching offers a clear invitation to prayer.,https://ebible.org/Scriptures/engBBE_usfx.zip
replacement,King James Version (KJV),Luke 2:52,"And Jesus increased in wisdom and stature, and in favour with God and man.",Luke 11:9,"And I say unto you, Ask, and it shall be given you; seek, and ye shall find; knock, and it shall be opened unto you.",The original narrates Jesus' childhood; this complete teaching offers a clear invitation to prayer.,https://ebible.org/Scriptures/eng-kjv2006_usfx.zip
replacement,World English Bible (WEB),Luke 2:52,"And Jesus increased in wisdom and stature, and in favor with God and men.",Luke 11:9,"“I tell you, keep asking, and it will be given you. Keep seeking, and you will find. Keep knocking, and it will be opened to you.",The original narrates Jesus' childhood; this complete teaching offers a clear invitation to prayer.,https://ebible.org/Scriptures/engwebu_usfx.zip
replacement,Lutherbibel (1912),Luke 2:52,"Und Jesus nahm zu an Weisheit, Alter und Gnade bei Gott und den Menschen.",Luke 11:9,"Und ich sage euch auch: Bittet, so wird euch gegeben; suchet, so werdet ihr finden; klopfet an, so wird euch aufgetan.",The original narrates Jesus' childhood; this complete teaching offers a clear invitation to prayer.,https://ebible.org/Scriptures/deu1912_usfx.zip
replacement,Louis Segond (1910),Luke 2:52,"Et Jésus croissait en sagesse, en stature, et en grâce, devant Dieu et devant les hommes.",Luke 11:9,"Et moi, je vous dis:Demandez, et l’on vous donnera; cherchez, et vous trouverez; frappez, et l’on vous ouvrira.",The original narrates Jesus' childhood; this complete teaching offers a clear invitation to prayer.,https://ebible.org/Scriptures/fraLSG_usfx.zip
replacement,Riveduta (1927),Luke 2:52,"E Gesù cresceva in sapienza e in statura, e in grazia dinanzi a Dio e agli uomini.",Luke 11:9,"Io altresì vi dico: Chiedete, e vi sarà dato; cercate e troverete; picchiate, e vi sarà aperto.",The original narrates Jesus' childhood; this complete teaching offers a clear invitation to prayer.,https://ebible.org/Scriptures/ita1927_usfx.zip
replacement,Reina-Valera (1909),Luke 2:52,"Y Jesús crecía en sabiduría, y en edad, y en gracia para con Dios y los hombres.",Luke 11:9,"Y yo os digo: Pedid, y se os dará; buscad, y hallaréis; llamad, y os será abierto.",The original narrates Jesus' childhood; this complete teaching offers a clear invitation to prayer.,https://ebible.org/Scriptures/spaRV1909_usfx.zip
replacement,Sathyavedapusthakam (1910),Luke 2:52,യേശുവോ ജ്ഞാനത്തിലും വളൎച്ചയിലും ദൈവത്തിന്റെയും മനുഷ്യരുടെയും കൃപയിലും മുതിൎന്നു വന്നു.,Luke 11:9,"യാചിപ്പിൻ, എന്നാൽ നിങ്ങൾക്കു കിട്ടും; അന്വേഷിപ്പിൻ, എന്നാൽ നിങ്ങൾ കണ്ടെത്തും; മുട്ടുവിൻ എന്നാൽ നിങ്ങൾക്കു തുറക്കും.",The original narrates Jesus' childhood; this complete teaching offers a clear invitation to prayer.,https://api.getbible.net/v2/mal1910.json
replacement,Ang Dating Biblia (1905),Luke 2:52,"At lumalaki si Jesus sa karunungan at sa pangangatawan, at sa pagbibigay lugod sa Dios at sa mga tao.",Luke 11:9,"At sinasabi ko sa inyo, Magsihingi kayo, at kayo'y bibigyan; magsihanap kayo, at kayo'y mangakakasumpong; magsituktok kayo, at kayo'y bubuksan.",The original narrates Jesus' childhood; this complete teaching offers a clear invitation to prayer.,https://api.getbible.net/v2/tagalog.json
